Year	Month	Day	Hour	dir	vel	tist	pres	rh	rmed
2009	9	24	16	300	14	99.9	966.6	-10	-10
2009	9	24	17	310	7	99.9	966.5	-10	-10
2009	9	24	18	300	14	99.9	966.5	-10	-10
2009	9	24	19	320	23	99.9	966.4	-10	-10
2009	9	24	20	310	19	99.9	966.7	-10	-10
2009	9	24	21	310	20	99.9	966.4	-10	-10
2009	9	24	22	180	4	99.9	966.9	-10	-10
2009	9	24	23	160	4	99.9	966.9	-10	-10
2009	9	25	0	330	6	99.9	966.9	-10	-10
2009	9	25	1	220	2	99.9	966.9	-10	-10
2009	9	25	2	210	2	99.9	966.9	-10	-10
2009	9	25	3	260	0	99.9	966.8	-10	-10
2009	9	25	4	230	6	99.9	966.5	-10	-10
2009	9	25	5	230	4	99.9	966.2	-10	-10
2009	9	25	6	100	0	99.9	966.1	-10	-10
2009	9	25	7	170	3	99.9	965.7	-10	-10
2009	9	25	8	240	5	99.9	965.6	-10	-10
2009	9	25	9	270	0	99.9	965.3	-10	-10
2009	9	25	10	310	0	99.9	965.3	-10	-10
2009	9	25	11	210	7	99.9	965	-10	-10
2009	9	25	12	220	3	99.9	964.9	-10	-10
2009	9	25	13	210	5	99.9	964.6	-10	-10
2009	9	25	14	220	4	99.9	964.2	-10	-10
2009	9	25	15	130	3	99.9	963.7	-10	-10
2009	9	25	16	170	2	99.9	963.6	-10	-10
2009	9	25	17	340	2	99.9	963.5	-10	-10
2009	9	25	18	290	0	99.9	963.3	-10	-10
2009	9	25	19	340	0	99.9	962.8	-10	-10
2009	9	25	20	130	0	99.9	962.3	-10	-10
2009	9	25	21	300	0	99.9	961.9	-10	-10
2009	9	25	22	160	0	99.9	961.4	-10	-10
2009	9	25	23	10	0	99.9	961	-10	-10
2009	9	26	0	200	0	99.9	960.6	-10	-10
2009	9	26	1	120	0	99.9	960	-10	-10
2009	9	26	2	180	3	99.9	959.5	-10	-10
2009	9	26	3	170	0	99.9	959.2	-10	-10
2009	9	26	4	70	0	99.9	958.8	-10	-10
2009	9	26	5	120	0	99.9	958.5	-10	-10
2009	9	26	6	90	6	99.9	958.1	-10	-10
2009	9	26	7	0	14	99.9	957.5	-10	-10
2009	9	26	8	330	22	99.9	956.9	-10	-10
2009	9	26	9	300	45	99.9	955.7	-10	-10
2009	9	26	10	250	11	99.9	956.6	-10	-10
2009	9	26	11	310	40	99.9	954.6	-10	-10
2009	9	26	12	310	31	99.9	955	-10	-10
2009	9	26	13	340	19	99.9	954.8	-10	-10
2009	9	26	14	10	7	99.9	954.7	-10	-10
2009	9	26	15	310	37	99.9	952.1	-10	-10
2009	9	26	16	300	57	99.9	950.3	-10	-10
2009	9	26	17	300	63	99.9	948.7	-10	-10
2009	9	26	18	320	41	99.9	950.3	-10	-10
2009	9	26	19	310	20	99.9	951.6	-10	-10
2009	9	26	20	330	0	99.9	951.2	-10	-10
2009	9	26	21	110	0	99.9	950.9	-10	-10
2009	9	26	22	120	11	99.9	949.2	-10	-10
2009	9	26	23	260	24	99.9	947	-10	-10
2009	9	27	0	250	46	99.9	943.8	-10	-10
2009	9	27	1	280	5	99.9	947.2	-10	-10
2009	9	27	2	290	47	99.9	945.1	-10	-10
2009	9	27	3	260	60	99.9	939.8	-10	-10
2009	9	27	4	280	72	99.9	937.8	-10	-10
2009	9	27	5	290	80	99.9	941.1	-10	-10
2009	9	27	6	290	72	99.9	937.5	-10	-10
2009	9	27	7	290	72	99.9	938.1	-10	-10
2009	9	27	8	290	79	99.9	933.4	-10	-10
2009	9	27	9	290	71	99.9	937.1	-10	-10
2009	9	27	10	290	62	99.9	937.6	-10	-10
2009	9	27	11	290	68	99.9	933.1	-10	-10
2009	9	27	12	290	66	99.9	932.3	-10	-10
2009	9	27	13	290	55	99.9	933.9	-10	-10
2009	9	27	14	280	57	99.9	933.6	-10	-10
2009	9	27	15	270	58	99.9	930.2	-10	-10
2009	9	27	16	270	71	99.9	928.2	-10	-10
2009	9	27	17	280	59	99.9	926	-10	-10
2009	9	27	18	280	42	99.9	931.1	-10	-10
2009	9	27	19	280	66	99.9	923.2	-10	-10
2009	9	27	20	260	46	99.9	926.3	-10	-10
2009	9	27	21	270	67	99.9	923.1	-10	-10
2009	9	27	22	280	57	99.9	923.4	-10	-10
2009	9	27	23	320	13	99.9	929.1	-10	-10
2009	9	28	0	40	8	99.9	929.5	-10	-10
2009	9	28	1	250	59	99.9	924.1	-10	-10
2009	9	28	2	260	49	99.9	927.3	-10	-10
2009	9	28	3	250	62	99.9	925.5	-10	-10
2009	9	28	4	260	52	99.9	927.7	-10	-10
2009	9	28	5	310	45	99.9	930.1	-10	-10
2009	9	28	6	300	50	99.9	930.1	-10	-10
2009	9	28	7	290	58	99.9	927.7	-10	-10
2009	9	28	8	290	71	99.9	925.8	-10	-10
2009	9	28	9	290	59	99.9	928.1	-10	-10
2009	9	28	10	290	68	99.9	927	-10	-10
2009	9	28	11	290	59	99.9	926.7	-10	-10
2009	9	28	12	280	48	99.9	928.3	-10	-10
2009	9	28	13	280	29	99.9	928.9	-10	-10
2009	9	28	14	300	35	99.9	928.6	-10	-10
2009	9	28	15	290	36	99.9	928.1	-10	-10
2009	9	28	16	290	42	99.9	927	-10	-10
2009	9	28	17	290	25	99.9	928.4	-10	-10
2009	9	28	18	260	5	99.9	928.9	-10	-10
2009	9	28	19	180	3	99.9	929.2	-10	-10
2009	9	28	20	130	6	99.9	929.8	-10	-10
2009	9	28	21	180	2	99.9	930.8	-10	-10
2009	9	28	22	250	8	99.9	931	-10	-10
2009	9	28	23	250	5	99.9	931.6	-10	-10
2009	9	29	0	260	15	99.9	932.1	-10	-10
2009	9	29	1	260	21	99.9	932.1	-10	-10
2009	9	29	2	260	20	99.9	932.7	-10	-10
2009	9	29	3	260	6	99.9	933.7	-10	-10
2009	9	29	4	320	0	99.9	934.4	-10	-10
2009	9	29	5	320	11	99.9	934.9	-10	-10
2009	9	29	6	280	1	99.9	935.5	-10	-10
2009	9	29	7	250	2	99.9	936.1	-10	-10
2009	9	29	8	30	3	99.9	936.5	-10	-10
2009	9	29	9	290	2	99.9	936.8	-10	-10
2009	9	29	10	260	0	99.9	937	-10	-10
2009	9	29	11	260	10	99.9	937.1	-10	-10
2009	9	29	12	270	17	99.9	937.1	-10	-10
2009	9	29	13	20	0	99.9	937.5	-10	-10
2009	9	29	14	310	21	99.9	937.7	-10	-10
2009	9	29	15	310	18	99.9	938	-10	-10
2009	9	29	16	310	11	99.9	938.6	-10	-10
2009	9	29	17	310	8	99.9	939.3	-10	-10
2009	9	29	18	300	36	99.9	938.9	-10	-10
2009	9	29	19	300	32	99.9	939.6	-10	-10
2009	9	29	20	300	35	99.9	939.9	-10	-10
2009	9	29	21	300	29	99.9	941	-10	-10
2009	9	29	22	300	30	99.9	940.9	-10	-10
2009	9	29	23	300	32	99.9	941.6	-10	-10
2009	9	30	0	310	26	99.9	942.2	-10	-10
2009	9	30	1	330	12	99.9	942.7	-10	-10
2009	9	30	2	350	7	99.9	943	-10	-10
2009	9	30	3	350	7	99.9	943.4	-10	-10
2009	9	30	4	330	2	99.9	943.6	-10	-10
2009	9	30	5	360	4	99.9	943.8	-10	-10
2009	9	30	6	40	16	99.9	943.4	-10	-10
2009	9	30	7	80	15	99.9	943.7	-10	-10
2009	9	30	8	110	7	99.9	944.1	-10	-10
2009	9	30	9	260	8	99.9	944.4	-10	-10
2009	9	30	10	250	21	99.9	943.8	-10	-10
2009	9	30	11	270	34	99.9	943.4	-10	-10
2009	9	30	12	270	27	99.9	944	-10	-10
2009	9	30	13	260	26	99.9	943.6	-10	-10
2009	9	30	14	270	17	99.9	944.4	-10	-10
2009	9	30	15	280	29	99.9	944.3	-10	-10
2009	9	30	16	270	22	99.9	945	-10	-10
2009	9	30	17	260	23	99.9	945.4	-10	-10
2009	9	30	18	270	16	99.9	945.8	-10	-10
2009	9	30	19	310	11	99.9	946.9	-10	-10
2009	9	30	20	260	22	99.9	947	-10	-10
2009	9	30	21	250	39	99.9	946.5	-10	-10
2009	9	30	22	260	50	99.9	942.3	-10	-10
2009	9	30	23	280	22	99.9	949.7	-10	-10
